k_somalia;Somalia;;;;;;;;;;;;;x
k_somalia_adj;Somalia;;;;;;;;;;;;;x
d_mogadishu;Mogadishu;;;;;;;;;;;;;x
d_mogadishu_adj;Mogadishu;;;;;;;;;;;;;x
c_mogadishu;Mogadishu;;;;;;;;;;;;;x
c_mogadishu_adj;Mogadishu;;;;;;;;;;;;;x
b_mogadishu;Mogadishu;;;;;;;;;;;;;x
b_warsheikh;Warsheikh;;;;;;;;;;;;;x
b_hamar_weyne;Hamar Weyne;;;;;;;;;;;;;x
b_shangani;Shangani;;;;;;;;;;;;;x
b_afgooye;Afgooye;;;;;;;;;;;;;x
b_xamar;Xamar;;;;;;;;;;;;;x
b_mareeg;Mareeg;;;;;;;;;;;;;x
b_adale;Adale;;;;;;;;;;;;;x
c_hobyo;Hobyo;;;;;;;;;;;;;x
c_hobyo_adj;Hobyo;;;;;;;;;;;;;x
b_hobyo;Hobyo;;;;;;;;;;;;;x
b_barbacadle;Barbacadle;;;;;;;;;;;;;x
b_ras_hafun;Ras Hafun;;;;;;;;;;;;;x
b_galkayo;Galkayo;;;;;;;;;;;;;x
b_eyl;Eyl;;;;;;;;;;;;;x
b_qosoltire;Qosoltire;;;;;;;;;;;;;x
b_el_hur;El Hur;;;;;;;;;;;;;x
b_garowe;Garowe;;;;;;;;;;;;;x
c_marka;Marka;;;;;;;;;;;;;x
c_marka_adj;Marka;;;;;;;;;;;;;x
b_marka;Marka;;;;;;;;;;;;;x
b_gendershe;Gendershe;;;;;;;;;;;;;x
b_shalan_bood;Shalan Bood;;;;;;;;;;;;;x
b_janaale;Janaale;;;;;;;;;;;;;x
b_golweyn;Golweyn;;;;;;;;;;;;;x
b_qoryoley;Qoryoley;;;;;;;;;;;;;x
b_buulo_mareer;Buulo Mareer;;;;;;;;;;;;;x
b_awdheegle;Awdheegle;;;;;;;;;;;;;x
d_baraawe;Baraawe;;;;;;;;;;;;;x
d_baraawe_adj;Baraawe;;;;;;;;;;;;;x
c_baraawe;Baraawe;;;;;;;;;;;;;x
c_baraawe_adj;Baraawe;;;;;;;;;;;;;x
b_barawa;Barawa;;;;;;;;;;;;;x
b_haramka;Haramka;;;;;;;;;;;;;x
b_diinsoor;Diinsoor;;;;;;;;;;;;;x
b_jilib;Jilib;;;;;;;;;;;;;x
b_dujuma;Dujuma;;;;;;;;;;;;;x
b_saacow;Saacow;;;;;;;;;;;;;x
b_xabaalo_barbar;Xabaalo Barbar;;;;;;;;;;;;;x
b_jilaani;Jilaani;;;;;;;;;;;;;x
c_kismaayo;Kismaayo;;;;;;;;;;;;;x
c_kismaayo_adj;Kismaayo;;;;;;;;;;;;;x
b_kismaayo;Kismaayo;;;;;;;;;;;;;x
b_goobweyn;Goobweyn;;;;;;;;;;;;;x
b_yoontoy;Yoontoy;;;;;;;;;;;;;x
b_rassini;Rassini;;;;;;;;;;;;;x
b_kaambooni;Kaambooni;;;;;;;;;;;;;x
b_kolbio;Kolbio;;;;;;;;;;;;;x
b_turdo;Turdo;;;;;;;;;;;;;x
b_jamaane;Jamaane;;;;;;;;;;;;;x
d_qalaafe;Qalaafe;;;;;;;;;;;;;x
d_qalaafe_adj;Qalaafe;;;;;;;;;;;;;x
c_qalaafe;Qalaafe;;;;;;;;;;;;;x
c_qalaafe_adj;Qalaafe;;;;;;;;;;;;;x
b_qalaafe;Qalaafe;;;;;;;;;;;;;x
b_beledweyne;Beledweyne;;;;;;;;;;;;;x
b_el_dher;El Dher;;;;;;;;;;;;;x
b_farlibaax;Farlibaax;;;;;;;;;;;;;x
b_hanan;Hanan;;;;;;;;;;;;;x
b_shilabe;Shilabe;;;;;;;;;;;;;x
b_korahe;Korahe;;;;;;;;;;;;;x
b_werder;Werder;;;;;;;;;;;;;x
c_bardera;Bardera;;;;;;;;;;;;;x
c_bardera_adj;Bardera;;;;;;;;;;;;;x
b_bardera;Bardera;;;;;;;;;;;;;x
b_baidoa;Baidoa;;;;;;;;;;;;;x
b_luuq;Luuq;;;;;;;;;;;;;x
b_madiino;Madiino;;;;;;;;;;;;;x
b_garbahaarey;Garbahaarey;;;;;;;;;;;;;x
b_buurdhuubo;Buurdhuubo;;;;;;;;;;;;;x
b_wajid;Wajid;;;;;;;;;;;;;x
b_mandera;Mandera;;;;;;;;;;;;;x
d_kaffa;Kaffa;;;;;;;;;;;;;x
d_kaffa_adj;Kaffa;;;;;;;;;;;;;x
c_kaffa;Kaffa;;;;;;;;;;;;;x
c_kaffa_adj;Kaffa;;;;;;;;;;;;;x
b_kaffa_kaffa;Kaffa;;;;;;;;;;;;;x
b_bonga_kaffa;Bonga;;;;;;;;;;;;;x
b_mezhenger;Mezhenger;;;;;;;;;;;;;x
b_bench_maji;Bench Maji;;;;;;;;;;;;;x
b_bita;Bita;;;;;;;;;;;;;x
b_chena;Chena;;;;;;;;;;;;;x
b_gewata;Gewata;;;;;;;;;;;;;x
b_menjiwo;Menjiwo;;;;;;;;;;;;;x
c_inarya;Inarya;;;;;;;;;;;;;x
c_inarya_adj;Inarya;;;;;;;;;;;;;x
b_inarya;Inarya;;;;;;;;;;;;;x
b_anuak;Anuak;;;;;;;;;;;;;x
b_nuer;Nuer;;;;;;;;;;;;;x
b_itang;Itang;;;;;;;;;;;;;x
b_abobo;Abobo;;;;;;;;;;;;;x
b_dimma;Dimma;;;;;;;;;;;;;x
b_gambela;Gambela;;;;;;;;;;;;;x
b_jikawo;Jikawo;;;;;;;;;;;;;x
d_hadiya;Hadiya;;;;;;;;;;;;;x
d_hadiya_adj;Hadiya;;;;;;;;;;;;;x
c_hadiya;Hadiya;;;;;;;;;;;;;x
c_hadiya_adj;Hadiya;;;;;;;;;;;;;x
b_hadiya;Hadiya;;;;;;;;;;;;;x
b_jimma;Jimma;;;;;;;;;;;;;x
b_yem;Yem;;;;;;;;;;;;;x
