e_luo_kitara;Luo-Kitara;;;;;;;;;;;;;x
e_luo_kitara_adj;Luo-Kitara;;;;;;;;;;;;;x
k_kitara;Kitara;;;;;;;;;;;;;x
k_kitara_adj;Kitara;;;;;;;;;;;;;x
d_bunyoro_kitara;Bunyoro-Kitara;;;;;;;;;;;;;x
d_bunyoro_kitara_adj;Bunyoro-Kitara;;;;;;;;;;;;;x
c_bugagainzi;Bugagainzi;;;;;;;;;;;;;x
c_bugagainzi_adj;Bugagainzi;;;;;;;;;;;;;x
b_bugagainzi;Bugagainzi;;;;;;;;;;;;;x
b_hoima;Hoima;;;;;;;;;;;;;x
b_kibuye;Kibuye;;;;;;;;;;;;;x
b_kyangwali;Kyangwali;;;;;;;;;;;;;x
b_bukwiri;Bukwiri;;;;;;;;;;;;;x
b_kitoba;Kitoba;;;;;;;;;;;;;x
b_nalweyo;Nalweyo;;;;;;;;;;;;;x
b_kakindu;Kakindu;;;;;;;;;;;;;x
c_mwenge;Mwenge;;;;;;;;;;;;;x
c_mwenge_adj;Mwenge;;;;;;;;;;;;;x
b_mwenge;Mwenge;;;;;;;;;;;;;x
b_ntoroko;Ntoroko;;;;;;;;;;;;;x
b_bundibugyo;Bundibugyo;;;;;;;;;;;;;x
b_kyenjojo;Kyenjojo;;;;;;;;;;;;;x
b_kijura;Kijura;;;;;;;;;;;;;x
b_rugombe;Rugombe;;;;;;;;;;;;;x
b_kikorba;Kikorba;;;;;;;;;;;;;x
b_yenga;Yenga;;;;;;;;;;;;;x
c_pawir;Pawir;;;;;;;;;;;;;x
c_pawir_adj;Pawir;;;;;;;;;;;;;x
b_pawir;Pawir;;;;;;;;;;;;;x
b_buliisa;Buliisa;;;;;;;;;;;;;x
b_pakuba;Pakuba;;;;;;;;;;;;;x
b_biso;Biso;;;;;;;;;;;;;x
b_busingiro;Busingiro;;;;;;;;;;;;;x
b_masindi;Masindi;;;;;;;;;;;;;x
b_kitanyata;Kitanyata;;;;;;;;;;;;;x
b_butiaba;Butiaba;;;;;;;;;;;;;x
d_buganda;Buganda;;;;;;;;;;;;;x
d_buganda_adj;Buganda;;;;;;;;;;;;;x
c_buganda;Buganda;;;;;;;;;;;;;x
c_buganda_adj;Buganda;;;;;;;;;;;;;x
b_buganda;Buganda;;;;;;;;;;;;;x
b_kampala;Kampala;;;;;;;;;;;;;x
b_lyamutundwe;Lyamutundwe;;;;;;;;;;;;;x
b_entebbe;Entebbe;;;;;;;;;;;;;x
b_seeta;Seeta;;;;;;;;;;;;;x
b_wobulenzi;Wobulenzi;;;;;;;;;;;;;x
b_luweero;Luweero;;;;;;;;;;;;;x
b_butuntumula;Butuntumula;;;;;;;;;;;;;x
c_syan;Syan;;;;;;;;;;;;;x
c_syan_adj;Syan;;;;;;;;;;;;;x
b_syan;Syan;;;;;;;;;;;;;x
b_iganga;Iganga;;;;;;;;;;;;;x
b_busembatia;Busembatia;;;;;;;;;;;;;x
b_kibwiza;Kibwiza;;;;;;;;;;;;;x
b_bugiri;Bugiri;;;;;;;;;;;;;x
