#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LOADING_TIP_0;'Sometimes I go about in pity for myself, and all the while, a great wind carries me across the sky.' - Ojibwe Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_1;'What is life? It is the flash of a firefly in the night. It is the breath of a buffalo in the wintertime. It is the little shadow which runs across the grass and loses itself in the sunset.' - Crowfoot;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_2;'I have seen that in any great undertaking it is not enough for a man to depend simply upon himself.' - Isnalawica, Teton Sioux;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_3;'The Great Spirit is our Father, but the Earth is our Mother. She nourishes us, that which we put into the ground she returns to us.' - Bedagi, Wabanaki Algonquin;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_4;'The life of a man is a circle from childhood to childhood, and so it is in everything where power moves.' - Black Elk, Oglala Sioux;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_5;'Every one might act different from what was considered right did he choose to do so, but such acts would bring upon him the censure of the People.' - Kahgegabowh, Ojibwa;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_6;'Sing your death song, and die like a hero going home.' - Aupumut, Mohican;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_7;'If there is but one religion, why do you white people differ so much about it? Why not all agreed, as you can all read the Book?' - Sogoyewapha, Senaca;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_8;'Everything on the earth has a purpose, every disease an herb to cure it, and every person a mission.' - Quintasket, Salish;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_9;'The warrior is not someone who fights, because no one has the right to take another life. The warrior, for us, is one who sacrifices himself for the good of others.' - Sitting Bull, Hunkpapa Sioux;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_10;'It is better to have less thunder in the mouth and more lightning in the hand.' - Apache Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_11;'They are not dead who live in the hearts they leave behind.' - Tuscarora Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_12;'Don't be afraid to cry. It will free your mind of sorrowful thoughts.' - Hopi Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_13;'There is no death. Only a change of worlds.' - Chief Seattle, Suquamish;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_14;'When a white army battles and wins, it is called a great victory, but if they lose it is called a massacre.' - Chiksika, Shawnee;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_15;'The land is our mother, the rivers our blood. Take our land away and we die.' -  Brave Bird, Lakota;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_16;'I don't want to settle. I love to roam over the prairies. There I feel free and happy, but when we settle down we grow pale and die.' - Satanta, Kiowa;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_17;'We are going by you without fighting if you will let us, but we are going by you anyhow!' - Chief Joseph, Nez Perce;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_18;'A very great vision is needed and the man who has it must follow it as the eagle seeks the deepest blue of the sky.' - Crazy Horse, Sioux;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_19;'I lived like my fathers before me, and like them, I lived happily.' - Ten Bears,  Comanche;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_20;'A pause giving time for thought is the truly courteous way of beginning and conducting a conversation' - Standing Bear, Oglala Sioux;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_21;'I was warmed by the sun, rocked by the winds and sheltered by the trees' - Geronimo, Chiracahua Apache;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_22;'Grown men can learn from very little children for the hearts of the little children are pure.' -  Black Elk, Oglala Sioux;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_23;'Wakan Tanka does not make two birds, or animals, or human beings exactly alike' - Teton Sioux Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_24;'The ground on which we stand is sacred ground. It is the blood of our ancestors.' - Chief Plenty Coups, Crow;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_25;'Where are the Narragansett, the Mohican, the Pokanoket, the once powerful tribes of our people? They have vanished before the avarice and the oppression of the White Man, as snow before a summer sun.' - Chief Tecumseh, Shawnee;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_26;'One foot may lead us to an evil way, the other foot may lead us to a good. So are all things two, all two' - Eagle Chief Pawnee;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_27;'It is from Wakan-Tanka that the holy man has wisdom and the power to heal and make holy charms.' - Maza Blaska, Oglala Sioux;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_28;'He who walks without looking will fall into trouble' - Mayan Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_29;'Remember the rain that made your corn grow.' - Arawak Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_30;'Fear and hope are the parents of God.' - Aztec Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_31;'Preserve what you have infused with life for ages without end.' - Incan Prayer;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_32;'Children are as rich feathers or precious stones' - Xotla, Aztec;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_33;'Restrain yourself like a opposum, stalk like a jaguar' - Mayan Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_34;'Don't try to be like the Condor, because the Mountains are High' - Mapuche Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_35;'When the rocks is too heavy don't lift it, push it' - Chibchan Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_36;'The enemy is but weeds to be moved' - Aztec Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_37;'There is nothing like death in war, nothing like the flowery death so precious to Him who gives life.' - Nezahualcoyotl, Texcoco;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_38;'The weakness of the enemy makes our strength.' - Cherokee Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_39;'It is easy to be brave from a distance.' - Omaha Proverb;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
LOADING_TIP_40;'As long as the world exists, no one will forget the glory and honor of Tenochtitlan' - Cem Anahuac;Carpe Diem!;Carpe Diem!;;Carpe Diem!;;;;;;;;;x
