#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_mayapan;Mayapan;Mayapan;Mayapan;;Mayapan;;;;;;;;;x
k_mayapan_adj;Mayan;Mayan;Mayan;;Mayan;;;;;;;;;x
e_mexica;Mexica;Empire Mexica;Mexica Kaiserreich;;Imperio Arawak;;;;;;;;;x
e_mexica_adj;Mexican;Mexican;Mexican;;Mexican;;;;;;;;;x
d_mayapan;Mayapan;Mayapan;Mayapan;;Mayapan;;;;;;;;;x
d_mayapan_adj;Mayan;Mayan;Mayan;;Mayan;;;;;;;;;x
c_becan;Becan;Becan;Becan;;Becan;;;;;;;;;x
c_becan_adj;Becana;Becana;Becana;;Becana;;;;;;;;;x
b_becan;Becan;Becan;Becan;;Becan;;;;;;;;;x
b_xpujil;Xpujil;Xpujil;Xpujil;;Xpujil;;;;;;;;;x
b_kohunlich;Kohunlich;Kohunlich;Kohunlich;;Kohunlich;;;;;;;;;x
b_chicanna;Chicanna;Chicanna;Chicanna;;Chicanna;;;;;;;;;x
b_dzibilnocac;Dzibilnocac;Dzibilnocac;Dzibilnocac;;Dzibilnocac;;;;;;;;;x
b_hochob;Hochob;Hochob;Hochob;;Hochob;;;;;;;;;x
c_dzibilchaltun;Dzibilchaltún;Dzibilchaltún;Dzibilchaltún;;Dzibilchaltún;;;;;;;;;x
c_dzibilchaltun_adj;Dzibilchalta;Dzibilchalta;Dzibilchalta;;Dzibilchalta;;;;;;;;;x
b_dzibilchaltun;Dzibilchaltún;Dzibilchaltún;Dzibilchaltún;;Dzibilchaltún;;;;;;;;;x
b_komchen;Komchen;Komchen;Komchen;;Komchen;;;;;;;;;x
b_merida;Merida;Merida;Merida;;Merida;;;;;;;;;x
b_chochola;Chochola;Chochola;Chochola;;Chochola;;;;;;;;;x
c_edzna;Edzná;Edzná;Edzná;;Edzná;;;;;;;;;x
c_edzna_adj;Edznán;Edznán;Edznán;;Edznán;;;;;;;;;x
b_edzna;Edzná;Edzná;Edzná;;Edzná;;;;;;;;;x
b_tabasqueno;Tabasqueno;Tabasqueno;Tabasqueno;;Tabasqueno;;;;;;;;;x
b_chenes;Chenes;Chenes;Chenes;;Chenes;;;;;;;;;x
b_xtampak;Xtampak;Xtampak;Xtampak;;Xtampak;;;;;;;;;x
b_xlapak;Xlapak;Xlapak;Xlapak;;Xlapak;;;;;;;;;x
c_uxmal;Uxmal;Uxmal;Uxmal;;Uxmal;;;;;;;;;x
c_uxmal_adj;Uxmalan;Uxmalan;Uxmalan;;Uxmalan;;;;;;;;;x
b_uxmal;Uxmal;Uxmal;Uxmal;;Uxmal;;;;;;;;;x
b_jaina;Jaina;Jaina;Jaina;;Jaina;;;;;;;;;x
b_nitun;Nitun;Nitun;Nitun;;Nitun;;;;;;;;;x
b_xcalumkin;Xcalumkin;Xcalumkin;Xcalumkin;;Xcalumkin;;;;;;;;;x
b_campeche;Campeche;Campeche;Campeche;;Campeche;;;;;;;;;x
b_hecelchakan;Hecelchakan;Hecelchakan;Hecelchakan;;Hecelchakan;;;;;;;;;x
c_mayapan;Mayapan;Mayapan;Mayapan;;Mayapan;;;;;;;;;x
c_mayapan_adj;Mayan;Mayan;Mayan;;Mayan;;;;;;;;;x
b_mayapan;Mayapan;Mayapan;Mayapan;;Mayapan;;;;;;;;;x
b_kabah;Kabah;Kabah;Kabah;;Kabah;;;;;;;;;x
b_sayil;Sayil;Sayil;Sayil;;Sayil;;;;;;;;;x
b_ticul;Ticul;Ticul;Ticul;;Ticul;;;;;;;;;x
b_mani;Mani;Mani;Mani;;Mani;;;;;;;;;x
b_acanceh;Acanceh;Acanceh;Acanceh;;Acanceh;;;;;;;;;x
b_ake;Ake;Ake;Ake;;Ake;;;;;;;;;x
d_nojpeten;Nojpeten;Nojpeten;Nojpeten;;Nojpeten;;;;;;;;;x
d_nojpeten_adj;Nojpet;Nojpet;Nojpet;;Nojpet;;;;;;;;;x
c_uaxactun;Uaxactun;Uaxactun;Uaxactun;;Uaxactun;;;;;;;;;x
c_uaxactun_adj;Uaxactunian;Uaxactunian;Uaxactunian;;Uaxactunian;;;;;;;;;x
b_uaxactun;Uaxactun;Uaxactun;Uaxactun;;Uaxactun;;;;;;;;;x
b_tayasal;Tayasal;Tayasal;Tayasal;;Tayasal;;;;;;;;;x
