#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_cubanacan;Cubanacan;Cubanacan;Cubanacan;;Cubanacan;;;;;;;;;x
k_cubanacan_adj;Cubanacian;Cubanacan;Cubanacan;;Cubanacan;;;;;;;;;x
e_arawak;Arawak Empire;Empire Arawak;Arawak Kaiserreich;;Imperio Arawak;;;;;;;;;x
e_arawak_adj;Arawaken;Arawaken;Arawaken;;Arawaken;;;;;;;;;x
d_guantanamo;Guantanamo;Guantanamo;Guantanamo;;Guantanamo;;;;;;;;;x
d_guantanamo_adj;Guantanamoan;Guantanamoan;Guantanamoan;;Guantanamoan;;;;;;;;;x
c_guantanamo_adj;Guantanamoan;Guantanamoan;Guantanamoan;;Guantanamoan;;;;;;;;;x
c_baracoa;Baracoa;Baracoa;Baracoa;;Baracoa;;;;;;;;;x
c_baracoa_adj;Baracoan;Baracoan;Baracoan;;Baracoan;;;;;;;;;x
b_baracoa;Baracoa;Baracoa;Baracoa;;Baracoa;;;;;;;;;x
c_niquero;Niquero;Niquero;Niquero;;Niquero;;;;;;;;;x
c_niquero_adj;Niqueron;Niqueron;Niqueron;;Niqueron;;;;;;;;;x
b_niquero;Niquero;Niquero;Niquero;;Niquero;;;;;;;;;x
d_camaguey;Camaguey;Camaguey;Camaguey;;Camaguey;;;;;;;;;x
d_camaguey_adj;Camaguen;Camaguen;Camaguen;;Camaguen;;;;;;;;;x
c_cabaiguan;Cabaiguan;Cabaiguan;Cabaiguan;;Cabaiguan;;;;;;;;;x
c_cabaiguan_adj;Cabaigua;Cabaigua;Cabaigua;;Cabaigua;;;;;;;;;x
b_cabaiguan;Cabaiguan;Cabaiguan;Cabaiguan;;Cabaiguan;;;;;;;;;x
c_chambas;Chambas;Chambas;Chambas;;Chambas;;;;;;;;;x
c_chambas_adj;Chambasian;Chambasian;Chambasian;;Chambasian;;;;;;;;;x
b_chambas;Chambas;Chambas;Chambas;;Chambas;;;;;;;;;x
c_camaguey;Camaguey;Camaguey;Camaguey;;Camaguey;;;;;;;;;x
c_camaguey_adj;Camaguen;Camaguen;Camaguen;;Camaguen;;;;;;;;;x
b_camaguey;Camaguey;Camaguey;Camaguey;;Camaguey;;;;;;;;;x
c_jobabo;Jobabo;Jobabo;Jobabo;;Jobabo;;;;;;;;;x
c_jobabo_adj;Jobaboan;Jobaboan;Jobaboan;;Jobaboan;;;;;;;;;x
b_jobabo;Jobabo;Jobabo;Jobabo;;Jobabo;;;;;;;;;x
d_havana;Havana;Havana;Havana;;Havana;;;;;;;;;x
d_havana_adj;Havanain;Havanain;Havanain;;Havanain;;;;;;;;;x
c_bayamo;Bayamo;Bayamo;Bayamo;;Bayamo;;;;;;;;;x
