#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_wahgoshig;Wahgoshig;Wahgoshig;Wahgoshig;;Wahgoshig;;;;;;;;;x
k_wahgoshig_adj;Wahgoshigan;Wahgoshigan;Wahgoshigan;;Wahgoshigan;;;;;;;;;x
k_mushkegowuk;Mushkegowuk;Mushkegowuk;Mushkegowuk;;Mushkegowuk;;;;;;;;;x
k_mushkegowuk_adj;Mushkegowuki;Mushkegowuki;Mushkegowuki;;Mushkegowuki;;;;;;;;;x
k_eeyou_istchee;Eeyou-Istchee;Eeyou-Istchee;Eeyou-Istchee;;Eeyou-Istchee;;;;;;;;;x
k_eeyou_istchee_adj;Eeyou;Eeyou;Eeyou;;Eeyou;;;;;;;;;x
e_nehiyaw_pwat;Nehiyaw-Pwat;Nehiyaw-Pwat;Nehiyaw-Pwat;;Nehiyaw-Pwat;;;;;;;;;x
e_nehiyaw_pwat_adj;Nehiyaw;Nehiyaw;Nehiyaw;;Nehiyaw;;;;;;;;;x
count_cree;Uchimaahkaan;Uchimaahkaan;Uchimaahkaan;;Uchimaahkaan;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
count_female_cree;Uchimaahkaaniskwaau;Uchimaahkaaniskwaau;Uchimaahkaaniskwaau;;Uchimaahkaaniskwaau;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
county_of_cree;Wihtiskaanaasiu of;Wihtiskaanaasiu de;Wihtiskaanaasiu von;;Wihtiskaanaasiu del Jeque;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke_cree;Niikaanishkim;Niikaanishkim;Niikaanishkim;;Niikaanishkim;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke_female_cree;Niikaanishkim;Niikaanishkim;Niikaanishkim;;Niikaanishkim;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duchy_of_cree;Aschii of;Aschii de;Aschii von;;Aschii de;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
king_cree;Kaatipaayihtihk;Kaatipaayihtihk;Kaatipaayihtihk;;Kaatipaayihtihk;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
king_female_cree;Kaatipaayihtihk;Kaatipaayihtihk;Kaatipaayihtihk;;Kaatipaayihtihk;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emperor_cree;Tshishe-Utshimau;Tshishe-Utshimau;Tshishe-Utshimau;;Tshishe-Utshimau;;;;;;;;;x
baron_cree;Niikaanishkiwaau;Niikaanishkiwaau;Niikaanishkiwaau;;Niikaanishkiwaau;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barony_of_cree;Odoodem of;Odoodem de;Odoodem von;;Odoodem de;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
job_spiritual_cree;Maskihkiwiyiniw;Maskihkiwiyiniw;Maskihkiwiyiniw;;Maskihkiwiyiniw;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
job_chancellor_cree;Oskapewis;Oskapewis;Oskapewis;;Oskapewis;;;;;;;;;x
job_marshal_cree;Okimahkan;Okimahkan;Okimahkan;;Okimahkan;;;;;;;;;x
job_treasurer_cree;Ataawaasiu;Ataawaasiu;Ataawaasiu;;Ataawaasiu;;;;;;;;;x
job_spymaster_cree;Chiimusaapiu;Chiimusaapiu;Chiimusaapiu;;Chiimusaapiu;;;;;;;;;x
temple_barony_of_cree;Ayimihaau of;Ayimihaau de;Ayimihaau von;;Ayimihaau de;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city_barony_of_cree;Ihtaawin of;Ihtaawin de;Stadt;;Ihtaawin de;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city_baron_cree;Kakusseshiu;Kakusseshiu;Kakusseshiu;;Kakusseshiu;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temple_baron_cree;Kaiamituatshesht;Kaiamituatshesht;Kaiamituatshesht;;Kaiamituatshesht;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
