c_tigrinya;Tigrinya;;;;;;;;;;;;;x
c_tigrinya_adj;Tigrinya;;;;;;;;;;;;;x
b_tigrinya;Tigrinya;;;;;;;;;;;;;x
c_semien;Semien;;;;;;;;;;;;;x
c_semien_adj;Semien;;;;;;;;;;;;;x
b_semien;Semien;;;;;;;;;;;;;x
c_wag;Wag;;;;;;;;;;;;;x
c_wag_adj;Wag;;;;;;;;;;;;;x
b_wag;Wag;;;;;;;;;;;;;x
c_begemder;Begemder;;;;;;;;;;;;;x
c_begemder_adj;Begemder;;;;;;;;;;;;;x
b_begemder;Begemder;;;;;;;;;;;;;x
c_lacomelza;Lacomelza;;;;;;;;;;;;;x
c_lacomelza_adj;Lacomelza;;;;;;;;;;;;;x
b_lacomelza;Lacomelza;;;;;;;;;;;;;x
c_gojjam;Gojjam;;;;;;;;;;;;;x
c_gojjam_adj;Gojjam;;;;;;;;;;;;;x
b_gojjam;Gojjam;;;;;;;;;;;;;x
c_damot;Damot;;;;;;;;;;;;;x
c_damot_adj;Damot;;;;;;;;;;;;;x
b_damot;Damot;;;;;;;;;;;;;x
c_jimma;Jimma;;;;;;;;;;;;;x
c_jimma_adj;Jimma;;;;;;;;;;;;;x
b_jimma;Jimma;;;;;;;;;;;;;x
c_kaffa;Kaffa;;;;;;;;;;;;;x
c_kaffa_adj;Kaffa;;;;;;;;;;;;;x
b_kaffa;Kaffa;;;;;;;;;;;;;x
c_hadiya;Hadiya;;;;;;;;;;;;;x
c_hadiya_adj;Hadiya;;;;;;;;;;;;;x
b_hadiya;Hadiya;;;;;;;;;;;;;x
c_fetegar;Fetegar;;;;;;;;;;;;;x
c_fetegar_adj;Fetegar;;;;;;;;;;;;;x
b_fetegar;Fetegar;;;;;;;;;;;;;x
c_bale;Bale;;;;;;;;;;;;;x
c_bale_adj;Bale;;;;;;;;;;;;;x
b_bale;Bale;;;;;;;;;;;;;x
c_massawa;Massawa;;;;;;;;;;;;;x
c_massawa_adj;Massawa;;;;;;;;;;;;;x
b_massawa;Massawa;;;;;;;;;;;;;x
c_gode;Gode;;;;;;;;;;;;;x
c_gode_adj;Gode;;;;;;;;;;;;;x
b_gode;Gode;;;;;;;;;;;;;x
c_assab;Assab;;;;;;;;;;;;;x
c_assab_adj;Assab;;;;;;;;;;;;;x
b_assab;Assab;;;;;;;;;;;;;x
c_asaita;Asaita;;;;;;;;;;;;;x
c_asaita_adj;Asaita;;;;;;;;;;;;;x
b_asaita;Asaita;;;;;;;;;;;;;x
